route,stop,hour,crowd_level
Green Dhaka,Banani,18,HIGH
Green Dhaka,Banani,19,HIGH
Green Dhaka,Banani,19,HIGH
Green Dhaka,Banani,19,HIGH
Green Dhaka,Banani,19,HIGH
Green Dhaka,Banani,19,HIGH
Green Dhaka,Banani,20,HIGH
Green Dhaka,Banani,20,HIGH
Green Dhaka,Banani,20,HIGH
Green Dhaka,Banani,20,HIGH
Green Dhaka,Banani,20,HIGH
Green Dhaka,Banani,21,LOW
Green Dhaka,Banani,21,LOW
Green Dhaka,Banani,21,LOW
Green Dhaka,Banani,21,LOW
Green Dhaka,Banani,21,MEDIUM
Green Dhaka,Banani,22,LOW
Green Dhaka,Banani,22,LOW
Green Dhaka,Banani,22,LOW
Green Dhaka,Banani,22,LOW
Green Dhaka,Banani,22,LOW
Green Dhaka,Banani,23,LOW
Green Dhaka,Banani,23,LOW
Green Dhaka,Banani,23,LOW
Green Dhaka,Banani,23,LOW
Green Dhaka,Banani,23,LOW
Green Dhaka,Kakoli,6,LOW
Green Dhaka,Kakoli,6,LOW
Green Dhaka,Kakoli,6,LOW
Green Dhaka,Kakoli,6,LOW
Green Dhaka,Kakoli,6,LOW
Green Dhaka,Kakoli,7,HIGH
Green Dhaka,Kakoli,7,HIGH
Green Dhaka,Kakoli,7,HIGH
Green Dhaka,Kakoli,7,HIGH
Green Dhaka,Kakoli,7,HIGH
Green Dhaka,Kakoli,8,HIGH
Green Dhaka,Kakoli,8,HIGH
Green Dhaka,Kakoli,8,HIGH
Green Dhaka,Kakoli,8,HIGH
Green Dhaka,Kakoli,8,HIGH
Green Dhaka,Kakoli,9,HIGH
Green Dhaka,Kakoli,9,HIGH
Green Dhaka,Kakoli,9,HIGH
Green Dhaka,Kakoli,9,HIGH
Green Dhaka,Kakoli,9,HIGH
Green Dhaka,Kakoli,10,HIGH
Green Dhaka,Kakoli,10,HIGH
Green Dhaka,Kakoli,10,HIGH
Green Dhaka,Kakoli,10,HIGH
Green Dhaka,Kakoli,10,HIGH
Green Dhaka,Kakoli,11,MEDIUM
Green Dhaka,Kakoli,11,MEDIUM
Green Dhaka,Kakoli,11,MEDIUM
Green Dhaka,Kakoli,11,MEDIUM
Green Dhaka,Kakoli,11,MEDIUM
Green Dhaka,Kakoli,12,MEDIUM
Green Dhaka,Kakoli,12,MEDIUM
Green Dhaka,Kakoli,12,MEDIUM
Green Dhaka,Kakoli,12,MEDIUM
Green Dhaka,Kakoli,12,MEDIUM
Green Dhaka,Kakoli,13,MEDIUM
Green Dhaka,Kakoli,13,MEDIUM
Green Dhaka,Kakoli,13,MEDIUM
Green Dhaka,Kakoli,13,MEDIUM
Green Dhaka,Kakoli,13,MEDIUM
Green Dhaka,Kakoli,14,MEDIUM
Green Dhaka,Kakoli,14,MEDIUM
Green Dhaka,Kakoli,14,MEDIUM
Green Dhaka,Kakoli,14,MEDIUM
Green Dhaka,Kakoli,14,MEDIUM
Green Dhaka,Kakoli,15,MEDIUM
Green Dhaka,Kakoli,15,MEDIUM
Green Dhaka,Kakoli,15,MEDIUM
Green Dhaka,Kakoli,15,MEDIUM
Green Dhaka,Kakoli,15,MEDIUM
Green Dhaka,Kakoli,16,MEDIUM
Green Dhaka,Kakoli,16,MEDIUM
Green Dhaka,Kakoli,16,MEDIUM
Green Dhaka,Kakoli,16,MEDIUM
Green Dhaka,Kakoli,16,MEDIUM
Green Dhaka,Kakoli,17,HIGH
Green Dhaka,Kakoli,17,HIGH
Green Dhaka,Kakoli,17,HIGH
Green Dhaka,Kakoli,17,HIGH
Green Dhaka,Kakoli,17,HIGH
Green Dhaka,Kakoli,18,HIGH
Green Dhaka,Kakoli,18,HIGH
Green Dhaka,Kakoli,18,HIGH
Green Dhaka,Kakoli,18,HIGH
Green Dhaka,Kakoli,18,HIGH
Green Dhaka,Kakoli,19,HIGH
Green Dhaka,Kakoli,19,HIGH
Green Dhaka,Kakoli,19,HIGH
Green Dhaka,Kakoli,19,HIGH
Green Dhaka,Kakoli,19,HIGH
Green Dhaka,Kakoli,20,HIGH
Green Dhaka,Kakoli,20,HIGH
Green Dhaka,Kakoli,20,HIGH
Green Dhaka,Kakoli,20,HIGH
Green Dhaka,Kakoli,20,HIGH
Green Dhaka,Kakoli,21,LOW
Green Dhaka,Kakoli,21,LOW
Green Dhaka,Kakoli,21,LOW
Green Dhaka,Kakoli,21,LOW
Green Dhaka,Kakoli,21,LOW
Green Dhaka,Kakoli,22,LOW
Green Dhaka,Kakoli,22,LOW
Green Dhaka,Kakoli,22,LOW
Green Dhaka,Kakoli,22,LOW
Green Dhaka,Kakoli,22,LOW
Green Dhaka,Kakoli,23,LOW
Green Dhaka,Kakoli,23,LOW
Green Dhaka,Kakoli,23,LOW
Green Dhaka,Kakoli,23,LOW
Green Dhaka,Kakoli,23,LOW
Green Dhaka,Airport,6,LOW
Green Dhaka,Airport,6,LOW
Green Dhaka,Airport,6,LOW
Green Dhaka,Airport,6,LOW
Green Dhaka,Airport,6,LOW
Green Dhaka,Airport,7,HIGH
Green Dhaka,Airport,7,HIGH
Green Dhaka,Airport,7,HIGH
Green Dhaka,Airport,7,HIGH
Green Dhaka,Airport,7,HIGH
Green Dhaka,Airport,8,HIGH
Green Dhaka,Airport,8,HIGH
Green Dhaka,Airport,8,HIGH
Green Dhaka,Airport,8,HIGH
Green Dhaka,Airport,8,HIGH
Green Dhaka,Airport,9,HIGH
Green Dhaka,Airport,9,HIGH
Green Dhaka,Airport,9,HIGH
Green Dhaka,Airport,9,HIGH
Green Dhaka,Airport,9,HIGH
Green Dhaka,Airport,10,HIGH
Green Dhaka,Airport,10,HIGH
Green Dhaka,Airport,10,HIGH
Green Dhaka,Airport,10,HIGH
Green Dhaka,Airport,10,HIGH
Green Dhaka,Airport,11,MEDIUM
Green Dhaka,Airport,11,MEDIUM
Green Dhaka,Airport,11,MEDIUM
Green Dhaka,Airport,11,MEDIUM
Green Dhaka,Airport,11,MEDIUM
Green Dhaka,Airport,12,MEDIUM
Green Dhaka,Airport,12,MEDIUM
Green Dhaka,Airport,12,MEDIUM
Green Dhaka,Airport,12,MEDIUM
Green Dhaka,Airport,12,MEDIUM
Green Dhaka,Airport,13,MEDIUM
Green Dhaka,Airport,13,MEDIUM
Green Dhaka,Airport,13,MEDIUM
Green Dhaka,Airport,13,MEDIUM
Green Dhaka,Airport,13,MEDIUM
Green Dhaka,Airport,14,MEDIUM
Green Dhaka,Airport,14,MEDIUM
Green Dhaka,Airport,14,MEDIUM
Green Dhaka,Airport,14,MEDIUM
Green Dhaka,Airport,14,MEDIUM
Green Dhaka,Airport,15,MEDIUM
Green Dhaka,Airport,15,MEDIUM
Green Dhaka,Airport,15,MEDIUM
Green Dhaka,Airport,15,MEDIUM
Green Dhaka,Airport,15,MEDIUM
Green Dhaka,Airport,16,MEDIUM
Green Dhaka,Airport,16,MEDIUM
Green Dhaka,Airport,16,MEDIUM
Green Dhaka,Airport,16,MEDIUM
Green Dhaka,Airport,16,MEDIUM
Green Dhaka,Airport,17,HIGH
Green Dhaka,Airport,17,HIGH
Green Dhaka,Airport,17,HIGH
Green Dhaka,Airport,17,HIGH
Green Dhaka,Airport,17,HIGH
Green Dhaka,Airport,18,HIGH
Green Dhaka,Airport,18,HIGH
Green Dhaka,Airport,18,HIGH
Green Dhaka,Airport,18,HIGH
Green Dhaka,Airport,18,HIGH
Green Dhaka,Airport,19,HIGH
Green Dhaka,Airport,19,HIGH
Green Dhaka,Airport,19,HIGH
Green Dhaka,Airport,19,HIGH
Green Dhaka,Airport,19,HIGH
Green Dhaka,Airport,20,HIGH
Green Dhaka,Airport,20,HIGH
Green Dhaka,Airport,20,HIGH
Green Dhaka,Airport,20,HIGH
Green Dhaka,Airport,20,HIGH
Green Dhaka,Airport,21,LOW
Green Dhaka,Airport,21,LOW
Green Dhaka,Airport,21,LOW
Green Dhaka,Airport,21,LOW
Green Dhaka,Airport,21,LOW
Green Dhaka,Airport,22,LOW
Green Dhaka,Airport,22,LOW
Green Dhaka,Airport,22,LOW
Green Dhaka,Airport,22,LOW
Green Dhaka,Airport,22,LOW
Green Dhaka,Airport,23,LOW
Green Dhaka,Airport,23,LOW
Green Dhaka,Airport,23,LOW
Green Dhaka,Airport,23,LOW
Green Dhaka,Airport,23,LOW
Green Dhaka,Uttara Sector 12,6,LOW
Green Dhaka,Uttara Sector 12,6,LOW
Green Dhaka,Uttara Sector 12,6,LOW
Green Dhaka,Uttara Sector 12,6,LOW
Green Dhaka,Uttara Sector 12,6,LOW
Green Dhaka,Uttara Sector 12,7,HIGH
Green Dhaka,Uttara Sector 12,7,HIGH
Green Dhaka,Uttara Sector 12,7,HIGH
Green Dhaka,Uttara Sector 12,7,HIGH
Green Dhaka,Uttara Sector 12,7,HIGH
Green Dhaka,Uttara Sector 12,8,HIGH
Green Dhaka,Uttara Sector 12,8,HIGH
Green Dhaka,Uttara Sector 12,8,HIGH
Green Dhaka,Uttara Sector 12,8,HIGH
Green Dhaka,Uttara Sector 12,8,HIGH
Green Dhaka,Uttara Sector 12,9,HIGH
Green Dhaka,Uttara Sector 12,9,HIGH
Green Dhaka,Uttara Sector 12,9,HIGH
Green Dhaka,Uttara Sector 12,9,HIGH
Green Dhaka,Uttara Sector 12,9,HIGH
Green Dhaka,Uttara Sector 12,10,HIGH
Green Dhaka,Uttara Sector 12,10,HIGH
Green Dhaka,Uttara Sector 12,10,HIGH
Green Dhaka,Uttara Sector 12,10,HIGH
Green Dhaka,Uttara Sector 12,10,HIGH
Green Dhaka,Uttara Sector 12,11,MEDIUM
Green Dhaka,Uttara Sector 12,11,MEDIUM
Green Dhaka,Uttara Sector 12,11,MEDIUM
Green Dhaka,Uttara Sector 12,11,MEDIUM
Green Dhaka,Uttara Sector 12,11,MEDIUM
Green Dhaka,Uttara Sector 12,12,MEDIUM
Green Dhaka,Uttara Sector 12,12,MEDIUM
Green Dhaka,Uttara Sector 12,12,MEDIUM
Green Dhaka,Uttara Sector 12,12,MEDIUM
Green Dhaka,Uttara Sector 12,12,MEDIUM
Green Dhaka,Uttara Sector 12,13,MEDIUM
Green Dhaka,Uttara Sector 12,13,MEDIUM
Green Dhaka,Uttara Sector 12,13,MEDIUM
Green Dhaka,Uttara Sector 12,13,MEDIUM
Green Dhaka,Uttara Sector 12,13,MEDIUM
Green Dhaka,Uttara Sector 12,14,MEDIUM
Green Dhaka,Uttara Sector 12,14,MEDIUM
Green Dhaka,Uttara Sector 12,14,MEDIUM
Green Dhaka,Uttara Sector 12,14,MEDIUM
Green Dhaka,Uttara Sector 12,14,MEDIUM
Green Dhaka,Uttara Sector 12,15,MEDIUM
Green Dhaka,Uttara Sector 12,15,MEDIUM
Green Dhaka,Uttara Sector 12,15,MEDIUM
Green Dhaka,Uttara Sector 12,15,MEDIUM
Green Dhaka,Uttara Sector 12,15,MEDIUM
Green Dhaka,Uttara Sector 12,16,MEDIUM
Green Dhaka,Uttara Sector 12,16,MEDIUM
Green Dhaka,Uttara Sector 12,16,MEDIUM
Green Dhaka,Uttara Sector 12,16,MEDIUM
Green Dhaka,Uttara Sector 12,16,MEDIUM
Green Dhaka,Uttara Sector 12,17,HIGH
Green Dhaka,Uttara Sector 12,17,HIGH
Green Dhaka,Uttara Sector 12,17,HIGH
Green Dhaka,Uttara Sector 12,17,HIGH
Green Dhaka,Uttara Sector 12,17,HIGH
Green Dhaka,Uttara Sector 12,18,HIGH
Green Dhaka,Uttara Sector 12,18,HIGH
Green Dhaka,Uttara Sector 12,18,HIGH
Green Dhaka,Uttara Sector 12,18,HIGH
Green Dhaka,Uttara Sector 12,18,HIGH
Green Dhaka,Uttara Sector 12,19,HIGH
Green Dhaka,Uttara Sector 12,19,HIGH
Green Dhaka,Uttara Sector 12,19,HIGH
Green Dhaka,Uttara Sector 12,19,HIGH
Green Dhaka,Uttara Sector 12,19,HIGH
Green Dhaka,Uttara Sector 12,20,HIGH
Green Dhaka,Uttara Sector 12,20,HIGH
Green Dhaka,Uttara Sector 12,20,HIGH
Green Dhaka,Uttara Sector 12,20,HIGH
Green Dhaka,Uttara Sector 12,20,HIGH
Green Dhaka,Uttara Sector 12,21,LOW
Green Dhaka,Uttara Sector 12,21,MEDIUM
Green Dhaka,Uttara Sector 12,21,LOW
Green Dhaka,Uttara Sector 12,21,LOW
Green Dhaka,Uttara Sector 12,21,LOW
Green Dhaka,Uttara Sector 12,22,LOW
Green Dhaka,Uttara Sector 12,22,LOW
Green Dhaka,Uttara Sector 12,22,LOW
Green Dhaka,Uttara Sector 12,22,LOW
Green Dhaka,Uttara Sector 12,22,LOW
Green Dhaka,Uttara Sector 12,23,LOW
Green Dhaka,Uttara Sector 12,23,LOW
Green Dhaka,Uttara Sector 12,23,LOW
Green Dhaka,Uttara Sector 12,23,LOW
Green Dhaka,Uttara Sector 12,23,LOW
Projapati,Mohammadpur,6,LOW
Projapati,Mohammadpur,6,LOW
Projapati,Mohammadpur,6,LOW
Projapati,Mohammadpur,6,LOW
Projapati,Mohammadpur,6,LOW
Projapati,Mohammadpur,7,HIGH
Projapati,Mohammadpur,7,HIGH
Projapati,Mohammadpur,7,HIGH
Projapati,Mohammadpur,7,HIGH
Projapati,Mohammadpur,7,HIGH
Projapati,Mohammadpur,8,HIGH
Projapati,Mohammadpur,8,HIGH
Projapati,Mohammadpur,8,HIGH
Projapati,Mohammadpur,8,HIGH
Projapati,Mohammadpur,8,HIGH
Projapati,Mohammadpur,9,HIGH
Projapati,Mohammadpur,9,HIGH
Projapati,Mohammadpur,9,HIGH
Projapati,Mohammadpur,9,HIGH
Projapati,Mohammadpur,9,HIGH
Projapati,Mohammadpur,10,HIGH
Projapati,Mohammadpur,10,HIGH
Projapati,Mohammadpur,10,HIGH
Projapati,Mohammadpur,10,HIGH
Projapati,Mohammadpur,10,HIGH
Projapati,Mohammadpur,11,MEDIUM
Projapati,Mohammadpur,11,MEDIUM
Projapati,Mohammadpur,11,MEDIUM
Projapati,Mohammadpur,11,MEDIUM
Projapati,Mohammadpur,11,MEDIUM
Projapati,Mohammadpur,12,MEDIUM
Projapati,Mohammadpur,12,MEDIUM
Projapati,Mohammadpur,12,MEDIUM
Projapati,Mohammadpur,12,MEDIUM
Projapati,Mohammadpur,12,MEDIUM
Projapati,Mohammadpur,13,MEDIUM
Projapati,Mohammadpur,13,MEDIUM
Projapati,Mohammadpur,13,MEDIUM
Projapati,Mohammadpur,13,MEDIUM
Projapati,Mohammadpur,13,MEDIUM
Projapati,Mohammadpur,14,MEDIUM
Projapati,Mohammadpur,14,MEDIUM
Projapati,Mohammadpur,14,MEDIUM
Projapati,Mohammadpur,14,MEDIUM
Projapati,Mohammadpur,14,MEDIUM
Projapati,Mohammadpur,15,MEDIUM
Projapati,Mohammadpur,15,MEDIUM
Projapati,Mohammadpur,15,MEDIUM
Projapati,Mohammadpur,15,MEDIUM
Projapati,Mohammadpur,15,MEDIUM
Projapati,Mohammadpur,16,MEDIUM
Projapati,Mohammadpur,16,MEDIUM
Projapati,Mohammadpur,16,MEDIUM
Projapati,Mohammadpur,16,MEDIUM
Projapati,Mohammadpur,16,MEDIUM
Projapati,Mohammadpur,17,HIGH
Projapati,Mohammadpur,17,HIGH
Projapati,Mohammadpur,17,HIGH
Projapati,Mohammadpur,17,HIGH
Projapati,Mohammadpur,17,HIGH
Projapati,Mohammadpur,18,HIGH
Projapati,Mohammadpur,18,HIGH
Projapati,Mohammadpur,18,HIGH
Projapati,Mohammadpur,18,HIGH
Projapati,Mohammadpur,18,HIGH
Projapati,Mohammadpur,19,HIGH
Projapati,Mohammadpur,19,HIGH
Projapati,Mohammadpur,19,HIGH
Projapati,Mohammadpur,19,HIGH
Projapati,Mohammadpur,19,HIGH
Projapati,Mohammadpur,20,HIGH
Projapati,Mohammadpur,20,HIGH
Projapati,Mohammadpur,20,HIGH
Projapati,Mohammadpur,20,HIGH
Projapati,Mohammadpur,20,HIGH
Projapati,Mohammadpur,21,LOW
Projapati,Mohammadpur,21,LOW
Projapati,Mohammadpur,21,LOW
Projapati,Mohammadpur,21,MEDIUM
Projapati,Mohammadpur,21,MEDIUM
Projapati,Mohammadpur,22,LOW
Projapati,Mohammadpur,22,LOW
Projapati,Mohammadpur,22,LOW
Projapati,Mohammadpur,22,MEDIUM
Projapati,Mohammadpur,22,LOW
Projapati,Mohammadpur,23,LOW
Projapati,Mohammadpur,23,LOW
Projapati,Mohammadpur,23,LOW
Projapati,Mohammadpur,23,LOW
Projapati,Mohammadpur,23,MEDIUM
Projapati,Dhanmondi 32,6,LOW
Projapati,Dhanmondi 32,6,LOW
Projapati,Dhanmondi 32,6,LOW
Projapati,Dhanmondi 32,6,LOW
Projapati,Dhanmondi 32,6,LOW
Projapati,Dhanmondi 32,7,HIGH
Projapati,Dhanmondi 32,7,HIGH
Projapati,Dhanmondi 32,7,HIGH
Projapati,Dhanmondi 32,7,HIGH
Projapati,Dhanmondi 32,7,HIGH
Projapati,Dhanmondi 32,8,HIGH
Projapati,Dhanmondi 32,8,HIGH
Projapati,Dhanmondi 32,8,HIGH
Projapati,Dhanmondi 32,8,HIGH
Projapati,Dhanmondi 32,8,HIGH
Projapati,Dhanmondi 32,9,HIGH
Projapati,Dhanmondi 32,9,HIGH
Projapati,Dhanmondi 32,9,HIGH
Projapati,Dhanmondi 32,9,HIGH
Projapati,Dhanmondi 32,9,HIGH
Projapati,Dhanmondi 32,10,HIGH
Projapati,Dhanmondi 32,10,HIGH
Projapati,Dhanmondi 32,10,HIGH
Projapati,Dhanmondi 32,10,HIGH
Projapati,Dhanmondi 32,10,HIGH
Projapati,Dhanmondi 32,11,MEDIUM
Projapati,Dhanmondi 32,11,MEDIUM
Projapati,Dhanmondi 32,11,MEDIUM
Projapati,Dhanmondi 32,11,MEDIUM
Projapati,Dhanmondi 32,11,MEDIUM
Projapati,Dhanmondi 32,12,MEDIUM
Projapati,Dhanmondi 32,12,MEDIUM
Projapati,Dhanmondi 32,12,MEDIUM
Projapati,Dhanmondi 32,12,MEDIUM
Projapati,Dhanmondi 32,12,MEDIUM
Projapati,Dhanmondi 32,13,MEDIUM
Projapati,Dhanmondi 32,13,MEDIUM
Projapati,Dhanmondi 32,13,MEDIUM
Projapati,Dhanmondi 32,13,MEDIUM
Projapati,Dhanmondi 32,13,MEDIUM
Projapati,Dhanmondi 32,14,MEDIUM
Projapati,Dhanmondi 32,14,MEDIUM
Projapati,Dhanmondi 32,14,MEDIUM
Projapati,Dhanmondi 32,14,MEDIUM
Projapati,Dhanmondi 32,14,MEDIUM
Projapati,Dhanmondi 32,15,MEDIUM
Projapati,Dhanmondi 32,15,MEDIUM
Projapati,Dhanmondi 32,15,MEDIUM
Projapati,Dhanmondi 32,15,MEDIUM
Projapati,Dhanmondi 32,15,MEDIUM
Projapati,Dhanmondi 32,16,MEDIUM
Projapati,Dhanmondi 32,16,MEDIUM
Projapati,Dhanmondi 32,16,MEDIUM
Projapati,Dhanmondi 32,16,MEDIUM
Projapati,Dhanmondi 32,16,MEDIUM
Projapati,Dhanmondi 32,17,HIGH
Projapati,Dhanmondi 32,17,HIGH
Projapati,Dhanmondi 32,17,HIGH
Projapati,Dhanmondi 32,17,HIGH
Projapati,Dhanmondi 32,17,HIGH
Projapati,Dhanmondi 32,18,HIGH
Projapati,Dhanmondi 32,18,HIGH
Projapati,Dhanmondi 32,18,HIGH
Projapati,Dhanmondi 32,18,HIGH
Projapati,Dhanmondi 32,18,HIGH
Projapati,Dhanmondi 32,19,HIGH
Projapati,Dhanmondi 32,19,HIGH
Projapati,Dhanmondi 32,19,HIGH
Projapati,Dhanmondi 32,19,HIGH
Projapati,Dhanmondi 32,19,HIGH
Projapati,Dhanmondi 32,20,HIGH
Projapati,Dhanmondi 32,20,HIGH
Projapati,Dhanmondi 32,20,HIGH
Projapati,Dhanmondi 32,20,HIGH
Projapati,Dhanmondi 32,20,HIGH
Projapati,Dhanmondi 32,21,LOW
Projapati,Dhanmondi 32,21,LOW
Projapati,Dhanmondi 32,21,LOW
Projapati,Dhanmondi 32,21,LOW
Projapati,Dhanmondi 32,21,LOW
Projapati,Dhanmondi 32,22,LOW
Projapati,Dhanmondi 32,22,LOW
Projapati,Dhanmondi 32,22,LOW
Projapati,Dhanmondi 32,22,LOW
Projapati,Dhanmondi 32,22,LOW
Projapati,Dhanmondi 32,23,LOW
Projapati,Dhanmondi 32,23,LOW
Projapati,Dhanmondi 32,23,LOW
Projapati,Dhanmondi 32,23,LOW
Projapati,Dhanmondi 32,23,LOW
Projapati,Science Lab,6,LOW
Projapati,Science Lab,6,LOW
Projapati,Science Lab,6,LOW
Projapati,Science Lab,6,LOW
Projapati,Science Lab,6,LOW
Projapati,Science Lab,7,HIGH
Projapati,Science Lab,7,HIGH
Projapati,Science Lab,7,HIGH
Projapati,Science Lab,7,HIGH
Projapati,Science Lab,7,HIGH
Projapati,Science Lab,8,HIGH
Projapati,Science Lab,8,HIGH
Projapati,Science Lab,8,HIGH
Projapati,Science Lab,8,HIGH
Projapati,Science Lab,8,HIGH
Projapati,Science Lab,9,HIGH
Projapati,Science Lab,9,HIGH
Projapati,Science Lab,9,HIGH
Projapati,Science Lab,9,HIGH
Projapati,Science Lab,9,HIGH
Projapati,Science Lab,10,HIGH
Projapati,Science Lab,10,HIGH
Projapati,Science Lab,10,HIGH
Projapati,Science Lab,10,HIGH
Projapati,Science Lab,10,HIGH
Projapati,Science Lab,11,MEDIUM
Projapati,Science Lab,11,MEDIUM
Projapati,Science Lab,11,MEDIUM
Projapati,Science Lab,11,MEDIUM
Projapati,Science Lab,11,MEDIUM
Projapati,Science Lab,12,MEDIUM
Projapati,Science Lab,12,MEDIUM
Projapati,Science Lab,12,MEDIUM
Projapati,Science Lab,12,MEDIUM
Projapati,Science Lab,12,MEDIUM
Projapati,Science Lab,13,MEDIUM
Projapati,Science Lab,13,MEDIUM
Projapati,Science Lab,13,MEDIUM
Projapati,Science Lab,13,MEDIUM
Projapati,Science Lab,13,MEDIUM
Projapati,Science Lab,14,MEDIUM
Projapati,Science Lab,14,MEDIUM
Projapati,Science Lab,14,MEDIUM
Projapati,Science Lab,14,MEDIUM
Projapati,Science Lab,14,MEDIUM
Projapati,Science Lab,15,MEDIUM
Projapati,Science Lab,15,MEDIUM
Projapati,Science Lab,15,MEDIUM
Projapati,Science Lab,15,MEDIUM
Projapati,Science Lab,15,MEDIUM
Projapati,Science Lab,16,MEDIUM
Projapati,Science Lab,16,MEDIUM
Projapati,Science Lab,16,MEDIUM
Projapati,Science Lab,16,MEDIUM
Projapati,Science Lab,16,MEDIUM
Projapati,Science Lab,17,HIGH
Projapati,Science Lab,17,HIGH
Projapati,Science Lab,17,HIGH
Projapati,Science Lab,17,HIGH
Projapati,Science Lab,17,HIGH
Projapati,Science Lab,18,HIGH
Projapati,Science Lab,18,HIGH
Projapati,Science Lab,18,HIGH
Projapati,Science Lab,18,HIGH
Projapati,Science Lab,18,HIGH
Projapati,Science Lab,19,HIGH
Projapati,Science Lab,19,HIGH
Projapati,Science Lab,19,HIGH
Projapati,Science Lab,19,HIGH
Projapati,Science Lab,19,HIGH
Projapati,Science Lab,20,HIGH
Projapati,Science Lab,20,HIGH
Projapati,Science Lab,20,HIGH
Projapati,Science Lab,20,HIGH
Projapati,Science Lab,20,HIGH
Projapati,Science Lab,21,LOW
Projapati,Science Lab,21,LOW
Projapati,Science Lab,21,LOW
Projapati,Science Lab,21,LOW
Projapati,Science Lab,21,LOW
Projapati,Science Lab,22,LOW
Projapati,Science Lab,22,LOW
Projapati,Science Lab,22,LOW
Projapati,Science Lab,22,LOW
Projapati,Science Lab,22,LOW
Projapati,Science Lab,23,LOW
Projapati,Science Lab,23,LOW
Projapati,Science Lab,23,MEDIUM
Projapati,Science Lab,23,MEDIUM
Projapati,Science Lab,23,LOW
Projapati,Shahbag,6,LOW
Projapati,Shahbag,6,MEDIUM
Projapati,Shahbag,6,LOW
Projapati,Shahbag,6,LOW
Projapati,Shahbag,6,LOW
Projapati,Shahbag,7,HIGH
Projapati,Shahbag,7,HIGH
Projapati,Shahbag,7,HIGH
Projapati,Shahbag,7,HIGH
Projapati,Shahbag,7,HIGH
Projapati,Shahbag,8,HIGH
Projapati,Shahbag,8,HIGH
Projapati,Shahbag,8,HIGH
Projapati,Shahbag,8,HIGH
Projapati,Shahbag,8,HIGH
Projapati,Shahbag,9,HIGH
Projapati,Shahbag,9,HIGH
Projapati,Shahbag,9,HIGH
Projapati,Shahbag,9,HIGH
Projapati,Shahbag,9,HIGH
Projapati,Shahbag,10,HIGH
Projapati,Shahbag,10,HIGH
Projapati,Shahbag,10,HIGH
Projapati,Shahbag,10,HIGH
Projapati,Shahbag,10,HIGH
Projapati,Shahbag,11,MEDIUM
Projapati,Shahbag,11,MEDIUM
Projapati,Shahbag,11,MEDIUM
Projapati,Shahbag,11,MEDIUM
Projapati,Shahbag,11,MEDIUM
Projapati,Shahbag,12,MEDIUM
Projapati,Shahbag,12,HIGH
Projapati,Shahbag,12,HIGH
Projapati,Shahbag,12,MEDIUM
Projapati,Shahbag,12,MEDIUM
Projapati,Shahbag,13,HIGH
Projapati,Shahbag,13,MEDIUM
Projapati,Shahbag,13,MEDIUM
Projapati,Shahbag,13,HIGH
Projapati,Shahbag,13,MEDIUM
Projapati,Shahbag,14,MEDIUM
Projapati,Shahbag,14,MEDIUM
Projapati,Shahbag,14,HIGH
Projapati,Shahbag,14,HIGH
Projapati,Shahbag,14,HIGH
Projapati,Shahbag,15,MEDIUM
Projapati,Shahbag,15,MEDIUM
Projapati,Shahbag,15,HIGH
Projapati,Shahbag,15,MEDIUM
Projapati,Shahbag,15,MEDIUM
Projapati,Shahbag,16,HIGH
Projapati,Shahbag,16,MEDIUM
Projapati,Shahbag,16,MEDIUM
Projapati,Shahbag,16,MEDIUM
Projapati,Shahbag,16,MEDIUM
Projapati,Shahbag,17,HIGH
Projapati,Shahbag,17,HIGH
Projapati,Shahbag,17,HIGH
Projapati,Shahbag,17,HIGH
Projapati,Shahbag,17,HIGH
Projapati,Shahbag,18,HIGH
Projapati,Shahbag,18,HIGH
Projapati,Shahbag,18,HIGH
Projapati,Shahbag,18,HIGH
Projapati,Shahbag,18,HIGH
Projapati,Shahbag,19,HIGH
Projapati,Shahbag,19,HIGH
Projapati,Shahbag,19,HIGH
Projapati,Shahbag,19,HIGH
Projapati,Shahbag,19,HIGH
Projapati,Shahbag,20,HIGH
Projapati,Shahbag,20,HIGH
Projapati,Shahbag,20,HIGH
Projapati,Shahbag,20,HIGH
Projapati,Shahbag,20,HIGH
Projapati,Shahbag,21,LOW
Projapati,Shahbag,21,LOW
Projapati,Shahbag,21,LOW
Projapati,Shahbag,21,LOW
Projapati,Shahbag,21,MEDIUM
Projapati,Shahbag,22,MEDIUM
Projapati,Shahbag,22,LOW
Projapati,Shahbag,22,LOW
Projapati,Shahbag,22,LOW
Projapati,Shahbag,22,LOW
Projapati,Shahbag,23,LOW
Projapati,Shahbag,23,LOW
Projapati,Shahbag,23,MEDIUM
Projapati,Shahbag,23,LOW
Projapati,Shahbag,23,LOW
Projapati,Paltan,6,LOW
Projapati,Paltan,6,LOW
Projapati,Paltan,6,LOW
Projapati,Paltan,6,LOW
Projapati,Paltan,6,MEDIUM
Projapati,Paltan,7,HIGH
Projapati,Paltan,7,HIGH
Projapati,Paltan,7,HIGH
Projapati,Paltan,7,HIGH
Projapati,Paltan,7,HIGH
Projapati,Paltan,8,HIGH
Projapati,Paltan,8,HIGH
Projapati,Paltan,8,HIGH
Projapati,Paltan,8,HIGH
Projapati,Paltan,8,HIGH
Projapati,Paltan,9,HIGH
Projapati,Paltan,9,HIGH
Projapati,Paltan,9,HIGH
Projapati,Paltan,9,HIGH
Projapati,Paltan,9,HIGH
