route,from_stop,to_stop,hour,traffic_level,travel_time
Alif Paribahan (Return),Rampura,Badda,15,MEDIUM,7
Alif Paribahan (Return),Rampura,Badda,15,MEDIUM,8
Alif Paribahan (Return),Rampura,Badda,16,MEDIUM,7
Alif Paribahan (Return),Rampura,Badda,16,MEDIUM,7
Alif Paribahan (Return),Rampura,Badda,16,MEDIUM,7
Alif Paribahan (Return),Rampura,Badda,16,MEDIUM,9
Alif Paribahan (Return),Rampura,Badda,16,MEDIUM,10
Alif Paribahan (Return),Rampura,Badda,17,HIGH,11
Alif Paribahan (Return),Rampura,Badda,17,HIGH,12
Alif Paribahan (Return),Rampura,Badda,17,HIGH,14
Alif Paribahan (Return),Rampura,Badda,17,HIGH,12
Alif Paribahan (Return),Rampura,Badda,17,HIGH,12
Alif Paribahan (Return),Rampura,Badda,18,HIGH,11
Alif Paribahan (Return),Rampura,Badda,18,HIGH,14
Alif Paribahan (Return),Rampura,Badda,18,HIGH,12
Alif Paribahan (Return),Rampura,Badda,18,HIGH,10
Alif Paribahan (Return),Rampura,Badda,18,HIGH,14
Alif Paribahan (Return),Rampura,Badda,19,HIGH,12
Alif Paribahan (Return),Rampura,Badda,19,HIGH,11
Alif Paribahan (Return),Rampura,Badda,19,HIGH,14
Alif Paribahan (Return),Rampura,Badda,19,HIGH,10
Alif Paribahan (Return),Rampura,Badda,19,HIGH,13
Alif Paribahan (Return),Rampura,Badda,20,HIGH,10
Alif Paribahan (Return),Rampura,Badda,20,HIGH,14
Alif Paribahan (Return),Rampura,Badda,20,HIGH,15
Alif Paribahan (Return),Rampura,Badda,20,HIGH,12
Alif Paribahan (Return),Rampura,Badda,20,HIGH,12
Alif Paribahan (Return),Rampura,Badda,21,LOW,8
Alif Paribahan (Return),Rampura,Badda,21,LOW,5
Alif Paribahan (Return),Rampura,Badda,21,LOW,8
Alif Paribahan (Return),Rampura,Badda,21,LOW,6
Alif Paribahan (Return),Rampura,Badda,21,LOW,5
Alif Paribahan (Return),Rampura,Badda,22,LOW,5
Alif Paribahan (Return),Rampura,Badda,22,LOW,7
Alif Paribahan (Return),Rampura,Badda,22,LOW,5
Alif Paribahan (Return),Rampura,Badda,22,LOW,7
Alif Paribahan (Return),Rampura,Badda,22,LOW,8
Alif Paribahan (Return),Rampura,Badda,23,LOW,5
Alif Paribahan (Return),Rampura,Badda,23,LOW,8
Alif Paribahan (Return),Rampura,Badda,23,LOW,9
Alif Paribahan (Return),Rampura,Badda,23,LOW,7
Alif Paribahan (Return),Rampura,Badda,23,LOW,9
Alif Paribahan (Return),Banasree,Rampura,6,LOW,7
Alif Paribahan (Return),Banasree,Rampura,6,LOW,7
Alif Paribahan (Return),Banasree,Rampura,6,LOW,6
Alif Paribahan (Return),Banasree,Rampura,6,LOW,4
Alif Paribahan (Return),Banasree,Rampura,6,LOW,7
Alif Paribahan (Return),Banasree,Rampura,7,HIGH,11
Alif Paribahan (Return),Banasree,Rampura,7,HIGH,12
Alif Paribahan (Return),Banasree,Rampura,7,HIGH,14
Alif Paribahan (Return),Banasree,Rampura,7,HIGH,11
Alif Paribahan (Return),Banasree,Rampura,7,HIGH,10
Alif Paribahan (Return),Banasree,Rampura,8,HIGH,11
Alif Paribahan (Return),Banasree,Rampura,8,HIGH,10
Alif Paribahan (Return),Banasree,Rampura,8,HIGH,10
Alif Paribahan (Return),Banasree,Rampura,8,HIGH,7
Alif Paribahan (Return),Banasree,Rampura,8,HIGH,13
Alif Paribahan (Return),Banasree,Rampura,9,HIGH,13
Alif Paribahan (Return),Banasree,Rampura,9,HIGH,13
Alif Paribahan (Return),Banasree,Rampura,9,HIGH,11
Alif Paribahan (Return),Banasree,Rampura,9,HIGH,13
Alif Paribahan (Return),Banasree,Rampura,9,HIGH,10
Alif Paribahan (Return),Banasree,Rampura,10,HIGH,9
Alif Paribahan (Return),Banasree,Rampura,10,HIGH,10
Alif Paribahan (Return),Banasree,Rampura,10,HIGH,9
Alif Paribahan (Return),Banasree,Rampura,10,HIGH,10
Alif Paribahan (Return),Banasree,Rampura,10,HIGH,10
Alif Paribahan (Return),Banasree,Rampura,11,MEDIUM,7
Alif Paribahan (Return),Banasree,Rampura,11,MEDIUM,9
Alif Paribahan (Return),Banasree,Rampura,11,MEDIUM,7
Alif Paribahan (Return),Banasree,Rampura,11,MEDIUM,5
Alif Paribahan (Return),Banasree,Rampura,11,MEDIUM,6
Alif Paribahan (Return),Banasree,Rampura,12,MEDIUM,7
Alif Paribahan (Return),Banasree,Rampura,12,MEDIUM,5
Alif Paribahan (Return),Banasree,Rampura,12,MEDIUM,6
Alif Paribahan (Return),Banasree,Rampura,12,MEDIUM,8
Alif Paribahan (Return),Banasree,Rampura,12,MEDIUM,5
Alif Paribahan (Return),Banasree,Rampura,13,MEDIUM,5
Alif Paribahan (Return),Banasree,Rampura,13,MEDIUM,9
Alif Paribahan (Return),Banasree,Rampura,13,MEDIUM,9
Alif Paribahan (Return),Banasree,Rampura,13,MEDIUM,7
Alif Paribahan (Return),Banasree,Rampura,13,MEDIUM,9
Alif Paribahan (Return),Banasree,Rampura,14,MEDIUM,8
Alif Paribahan (Return),Banasree,Rampura,14,MEDIUM,5
Alif Paribahan (Return),Banasree,Rampura,14,MEDIUM,7
Alif Paribahan (Return),Banasree,Rampura,14,MEDIUM,5
Alif Paribahan (Return),Banasree,Rampura,14,MEDIUM,6
Alif Paribahan (Return),Banasree,Rampura,15,MEDIUM,5
Alif Paribahan (Return),Banasree,Rampura,15,MEDIUM,7
Alif Paribahan (Return),Banasree,Rampura,15,MEDIUM,8
Alif Paribahan (Return),Banasree,Rampura,15,MEDIUM,5
Alif Paribahan (Return),Banasree,Rampura,15,MEDIUM,6
Alif Paribahan (Return),Banasree,Rampura,16,MEDIUM,8
Alif Paribahan (Return),Banasree,Rampura,16,MEDIUM,5
Alif Paribahan (Return),Banasree,Rampura,16,MEDIUM,8
Alif Paribahan (Return),Banasree,Rampura,16,MEDIUM,8
Alif Paribahan (Return),Banasree,Rampura,16,MEDIUM,9
Alif Paribahan (Return),Banasree,Rampura,17,HIGH,8
Alif Paribahan (Return),Banasree,Rampura,17,HIGH,9
Alif Paribahan (Return),Banasree,Rampura,17,HIGH,9
Alif Paribahan (Return),Banasree,Rampura,17,HIGH,12
Alif Paribahan (Return),Banasree,Rampura,17,HIGH,10
Alif Paribahan (Return),Banasree,Rampura,18,HIGH,12
Alif Paribahan (Return),Banasree,Rampura,18,HIGH,9
Alif Paribahan (Return),Banasree,Rampura,18,HIGH,10
Alif Paribahan (Return),Banasree,Rampura,18,HIGH,13
Alif Paribahan (Return),Banasree,Rampura,18,HIGH,13
Alif Paribahan (Return),Banasree,Rampura,19,HIGH,9
Alif Paribahan (Return),Banasree,Rampura,19,HIGH,12
Alif Paribahan (Return),Banasree,Rampura,19,HIGH,8
Alif Paribahan (Return),Banasree,Rampura,19,HIGH,11
Alif Paribahan (Return),Banasree,Rampura,19,HIGH,12
Alif Paribahan (Return),Banasree,Rampura,20,HIGH,10
Alif Paribahan (Return),Banasree,Rampura,20,HIGH,10
Alif Paribahan (Return),Banasree,Rampura,20,HIGH,9
Alif Paribahan (Return),Banasree,Rampura,20,HIGH,13
Alif Paribahan (Return),Banasree,Rampura,20,HIGH,9
Alif Paribahan (Return),Banasree,Rampura,21,LOW,6
Alif Paribahan (Return),Banasree,Rampura,21,LOW,8
Alif Paribahan (Return),Banasree,Rampura,21,LOW,4
Alif Paribahan (Return),Banasree,Rampura,21,LOW,8
Alif Paribahan (Return),Banasree,Rampura,21,LOW,6
Alif Paribahan (Return),Banasree,Rampura,22,LOW,7
Alif Paribahan (Return),Banasree,Rampura,22,LOW,5
Alif Paribahan (Return),Banasree,Rampura,22,LOW,8
Alif Paribahan (Return),Banasree,Rampura,22,LOW,6
Alif Paribahan (Return),Banasree,Rampura,22,LOW,4
Alif Paribahan (Return),Banasree,Rampura,23,LOW,7
Alif Paribahan (Return),Banasree,Rampura,23,LOW,4
Alif Paribahan (Return),Banasree,Rampura,23,LOW,7
Alif Paribahan (Return),Banasree,Rampura,23,LOW,8
Alif Paribahan (Return),Banasree,Rampura,23,LOW,4
Alif Paribahan (Return),Demra,Banasree,6,LOW,4
Alif Paribahan (Return),Demra,Banasree,6,LOW,8
Alif Paribahan (Return),Demra,Banasree,6,LOW,7
Alif Paribahan (Return),Demra,Banasree,6,LOW,6
Alif Paribahan (Return),Demra,Banasree,6,LOW,5
Alif Paribahan (Return),Demra,Banasree,7,HIGH,11
Alif Paribahan (Return),Demra,Banasree,7,HIGH,13
Alif Paribahan (Return),Demra,Banasree,7,HIGH,13
Alif Paribahan (Return),Demra,Banasree,7,HIGH,10
Alif Paribahan (Return),Demra,Banasree,7,HIGH,12
Alif Paribahan (Return),Demra,Banasree,8,HIGH,9
Alif Paribahan (Return),Demra,Banasree,8,HIGH,14
Alif Paribahan (Return),Demra,Banasree,8,HIGH,11
Alif Paribahan (Return),Demra,Banasree,8,HIGH,13
Alif Paribahan (Return),Demra,Banasree,8,HIGH,10
Alif Paribahan (Return),Demra,Banasree,9,HIGH,11
Alif Paribahan (Return),Demra,Banasree,9,HIGH,14
Alif Paribahan (Return),Demra,Banasree,9,HIGH,10
Alif Paribahan (Return),Demra,Banasree,9,HIGH,10
Alif Paribahan (Return),Demra,Banasree,9,HIGH,9
Alif Paribahan (Return),Demra,Banasree,10,HIGH,11
Alif Paribahan (Return),Demra,Banasree,10,HIGH,8
Alif Paribahan (Return),Demra,Banasree,10,HIGH,14
Alif Paribahan (Return),Demra,Banasree,10,HIGH,11
Alif Paribahan (Return),Demra,Banasree,10,HIGH,8
Alif Paribahan (Return),Demra,Banasree,11,MEDIUM,9
Alif Paribahan (Return),Demra,Banasree,11,MEDIUM,8
Alif Paribahan (Return),Demra,Banasree,11,MEDIUM,8
Alif Paribahan (Return),Demra,Banasree,11,MEDIUM,5
Alif Paribahan (Return),Demra,Banasree,11,MEDIUM,5
Alif Paribahan (Return),Demra,Banasree,12,MEDIUM,8
Alif Paribahan (Return),Demra,Banasree,12,MEDIUM,8
Alif Paribahan (Return),Demra,Banasree,12,MEDIUM,7
Alif Paribahan (Return),Demra,Banasree,12,MEDIUM,7
Alif Paribahan (Return),Demra,Banasree,12,MEDIUM,6
Alif Paribahan (Return),Demra,Banasree,13,MEDIUM,7
Alif Paribahan (Return),Demra,Banasree,13,MEDIUM,8
Alif Paribahan (Return),Demra,Banasree,13,MEDIUM,7
Alif Paribahan (Return),Demra,Banasree,13,MEDIUM,7
Alif Paribahan (Return),Demra,Banasree,13,MEDIUM,5
Alif Paribahan (Return),Demra,Banasree,14,MEDIUM,5
Alif Paribahan (Return),Demra,Banasree,14,MEDIUM,8
Alif Paribahan (Return),Demra,Banasree,14,MEDIUM,9
Alif Paribahan (Return),Demra,Banasree,14,MEDIUM,6
Alif Paribahan (Return),Demra,Banasree,14,MEDIUM,9
Alif Paribahan (Return),Demra,Banasree,15,MEDIUM,6
Alif Paribahan (Return),Demra,Banasree,15,MEDIUM,7
Alif Paribahan (Return),Demra,Banasree,15,MEDIUM,7
Alif Paribahan (Return),Demra,Banasree,15,MEDIUM,6
Alif Paribahan (Return),Demra,Banasree,15,MEDIUM,5
Alif Paribahan (Return),Demra,Banasree,16,MEDIUM,6
Alif Paribahan (Return),Demra,Banasree,16,MEDIUM,5
Alif Paribahan (Return),Demra,Banasree,16,MEDIUM,8
Alif Paribahan (Return),Demra,Banasree,16,MEDIUM,5
Alif Paribahan (Return),Demra,Banasree,16,MEDIUM,9
Alif Paribahan (Return),Demra,Banasree,17,HIGH,8
Alif Paribahan (Return),Demra,Banasree,17,HIGH,12
Alif Paribahan (Return),Demra,Banasree,17,HIGH,8
Alif Paribahan (Return),Demra,Banasree,17,HIGH,11
Alif Paribahan (Return),Demra,Banasree,17,HIGH,12
Alif Paribahan (Return),Demra,Banasree,18,HIGH,13
Alif Paribahan (Return),Demra,Banasree,18,HIGH,11
Alif Paribahan (Return),Demra,Banasree,18,HIGH,10
Alif Paribahan (Return),Demra,Banasree,18,HIGH,10
Alif Paribahan (Return),Demra,Banasree,18,HIGH,9
Alif Paribahan (Return),Demra,Banasree,19,HIGH,9
Alif Paribahan (Return),Demra,Banasree,19,HIGH,10
Alif Paribahan (Return),Demra,Banasree,19,HIGH,13
Alif Paribahan (Return),Demra,Banasree,19,HIGH,8
Alif Paribahan (Return),Demra,Banasree,19,HIGH,11
Alif Paribahan (Return),Demra,Banasree,20,HIGH,13
Alif Paribahan (Return),Demra,Banasree,20,HIGH,7
Alif Paribahan (Return),Demra,Banasree,20,HIGH,9
Alif Paribahan (Return),Demra,Banasree,20,HIGH,10
Alif Paribahan (Return),Demra,Banasree,20,HIGH,10
Alif Paribahan (Return),Demra,Banasree,21,LOW,7
Alif Paribahan (Return),Demra,Banasree,21,LOW,7
Alif Paribahan (Return),Demra,Banasree,21,LOW,5
Alif Paribahan (Return),Demra,Banasree,21,LOW,8
Alif Paribahan (Return),Demra,Banasree,21,LOW,8
Alif Paribahan (Return),Demra,Banasree,22,LOW,4
Alif Paribahan (Return),Demra,Banasree,22,LOW,5
Alif Paribahan (Return),Demra,Banasree,22,LOW,8
Alif Paribahan (Return),Demra,Banasree,22,LOW,4
Alif Paribahan (Return),Demra,Banasree,22,LOW,6
Alif Paribahan (Return),Demra,Banasree,23,LOW,5
Alif Paribahan (Return),Demra,Banasree,23,LOW,4
Alif Paribahan (Return),Demra,Banasree,23,LOW,8
Alif Paribahan (Return),Demra,Banasree,23,LOW,6
Alif Paribahan (Return),Demra,Banasree,23,LOW,4
BRTC (Return),Kazipara,Mirpur 10,6,LOW,4
BRTC (Return),Kazipara,Mirpur 10,6,LOW,4
BRTC (Return),Kazipara,Mirpur 10,6,LOW,4
BRTC (Return),Kazipara,Mirpur 10,6,LOW,4
BRTC (Return),Kazipara,Mirpur 10,6,LOW,7
BRTC (Return),Kazipara,Mirpur 10,7,HIGH,11
BRTC (Return),Kazipara,Mirpur 10,7,HIGH,8
BRTC (Return),Kazipara,Mirpur 10,7,HIGH,8
BRTC (Return),Kazipara,Mirpur 10,7,HIGH,7
BRTC (Return),Kazipara,Mirpur 10,7,HIGH,8
BRTC (Return),Kazipara,Mirpur 10,8,HIGH,9
BRTC (Return),Kazipara,Mirpur 10,8,HIGH,10
BRTC (Return),Kazipara,Mirpur 10,8,HIGH,9
BRTC (Return),Kazipara,Mirpur 10,8,HIGH,10
BRTC (Return),Kazipara,Mirpur 10,8,HIGH,12
BRTC (Return),Kazipara,Mirpur 10,9,HIGH,11
BRTC (Return),Kazipara,Mirpur 10,9,HIGH,8
BRTC (Return),Kazipara,Mirpur 10,9,HIGH,9
BRTC (Return),Kazipara,Mirpur 10,9,HIGH,8
BRTC (Return),Kazipara,Mirpur 10,9,HIGH,8
BRTC (Return),Kazipara,Mirpur 10,10,HIGH,6
BRTC (Return),Kazipara,Mirpur 10,10,HIGH,6
BRTC (Return),Kazipara,Mirpur 10,10,HIGH,7
BRTC (Return),Kazipara,Mirpur 10,10,HIGH,6
BRTC (Return),Kazipara,Mirpur 10,10,HIGH,10
BRTC (Return),Kazipara,Mirpur 10,11,MEDIUM,5
BRTC (Return),Kazipara,Mirpur 10,11,MEDIUM,6
BRTC (Return),Kazipara,Mirpur 10,11,MEDIUM,5
BRTC (Return),Kazipara,Mirpur 10,11,MEDIUM,6
BRTC (Return),Kazipara,Mirpur 10,11,MEDIUM,8
BRTC (Return),Kazipara,Mirpur 10,12,MEDIUM,5
BRTC (Return),Kazipara,Mirpur 10,12,MEDIUM,8
BRTC (Return),Kazipara,Mirpur 10,12,MEDIUM,6
BRTC (Return),Kazipara,Mirpur 10,12,MEDIUM,7
BRTC (Return),Kazipara,Mirpur 10,12,MEDIUM,6
BRTC (Return),Kazipara,Mirpur 10,13,MEDIUM,8
BRTC (Return),Kazipara,Mirpur 10,13,MEDIUM,6
BRTC (Return),Kazipara,Mirpur 10,13,MEDIUM,8
BRTC (Return),Kazipara,Mirpur 10,13,MEDIUM,6
BRTC (Return),Kazipara,Mirpur 10,13,MEDIUM,6
BRTC (Return),Kazipara,Mirpur 10,14,MEDIUM,8
BRTC (Return),Kazipara,Mirpur 10,14,MEDIUM,6
BRTC (Return),Kazipara,Mirpur 10,14,MEDIUM,8
BRTC (Return),Kazipara,Mirpur 10,14,MEDIUM,8
BRTC (Return),Kazipara,Mirpur 10,14,MEDIUM,6
BRTC (Return),Kazipara,Mirpur 10,15,MEDIUM,8
BRTC (Return),Kazipara,Mirpur 10,15,MEDIUM,7
BRTC (Return),Kazipara,Mirpur 10,15,MEDIUM,6
BRTC (Return),Kazipara,Mirpur 10,15,MEDIUM,6
BRTC (Return),Kazipara,Mirpur 10,15,MEDIUM,4
BRTC (Return),Kazipara,Mirpur 10,16,MEDIUM,5
BRTC (Return),Kazipara,Mirpur 10,16,MEDIUM,5
BRTC (Return),Kazipara,Mirpur 10,16,MEDIUM,5
BRTC (Return),Kazipara,Mirpur 10,16,MEDIUM,5
BRTC (Return),Kazipara,Mirpur 10,16,MEDIUM,4
BRTC (Return),Kazipara,Mirpur 10,17,HIGH,8
BRTC (Return),Kazipara,Mirpur 10,17,HIGH,7
BRTC (Return),Kazipara,Mirpur 10,17,HIGH,10
BRTC (Return),Kazipara,Mirpur 10,17,HIGH,9
BRTC (Return),Kazipara,Mirpur 10,17,HIGH,7
BRTC (Return),Kazipara,Mirpur 10,18,HIGH,6
BRTC (Return),Kazipara,Mirpur 10,18,HIGH,9
BRTC (Return),Kazipara,Mirpur 10,18,HIGH,8
BRTC (Return),Kazipara,Mirpur 10,18,HIGH,9
BRTC (Return),Kazipara,Mirpur 10,18,HIGH,12
BRTC (Return),Kazipara,Mirpur 10,19,HIGH,7
BRTC (Return),Kazipara,Mirpur 10,19,HIGH,11
BRTC (Return),Kazipara,Mirpur 10,19,HIGH,9
BRTC (Return),Kazipara,Mirpur 10,19,HIGH,7
BRTC (Return),Kazipara,Mirpur 10,19,HIGH,8
BRTC (Return),Kazipara,Mirpur 10,20,HIGH,12
BRTC (Return),Kazipara,Mirpur 10,20,HIGH,10
BRTC (Return),Kazipara,Mirpur 10,20,HIGH,10
BRTC (Return),Kazipara,Mirpur 10,20,HIGH,9
BRTC (Return),Kazipara,Mirpur 10,20,HIGH,6
BRTC (Return),Kazipara,Mirpur 10,21,LOW,6
BRTC (Return),Kazipara,Mirpur 10,21,LOW,4
BRTC (Return),Kazipara,Mirpur 10,21,LOW,5
BRTC (Return),Kazipara,Mirpur 10,21,LOW,4
BRTC (Return),Kazipara,Mirpur 10,21,LOW,6
BRTC (Return),Kazipara,Mirpur 10,22,LOW,7
BRTC (Return),Kazipara,Mirpur 10,22,LOW,4
BRTC (Return),Kazipara,Mirpur 10,22,LOW,5
BRTC (Return),Kazipara,Mirpur 10,22,LOW,4
BRTC (Return),Kazipara,Mirpur 10,22,LOW,4
BRTC (Return),Kazipara,Mirpur 10,23,LOW,5
BRTC (Return),Kazipara,Mirpur 10,23,LOW,7
BRTC (Return),Kazipara,Mirpur 10,23,LOW,4
BRTC (Return),Kazipara,Mirpur 10,23,LOW,5
BRTC (Return),Kazipara,Mirpur 10,23,LOW,5
BRTC (Return),Agargaon,Kazipara,6,LOW,9
BRTC (Return),Agargaon,Kazipara,6,LOW,9
BRTC (Return),Agargaon,Kazipara,6,LOW,8
BRTC (Return),Agargaon,Kazipara,6,LOW,9
BRTC (Return),Agargaon,Kazipara,6,LOW,9
BRTC (Return),Agargaon,Kazipara,7,HIGH,14
BRTC (Return),Agargaon,Kazipara,7,HIGH,11
BRTC (Return),Agargaon,Kazipara,7,HIGH,11
BRTC (Return),Agargaon,Kazipara,7,HIGH,13
BRTC (Return),Agargaon,Kazipara,7,HIGH,12
BRTC (Return),Agargaon,Kazipara,8,HIGH,13
BRTC (Return),Agargaon,Kazipara,8,HIGH,13
BRTC (Return),Agargaon,Kazipara,8,HIGH,12
BRTC (Return),Agargaon,Kazipara,8,HIGH,12
BRTC (Return),Agargaon,Kazipara,8,HIGH,9
BRTC (Return),Agargaon,Kazipara,9,HIGH,12
BRTC (Return),Agargaon,Kazipara,9,HIGH,10
BRTC (Return),Agargaon,Kazipara,9,HIGH,11
BRTC (Return),Agargaon,Kazipara,9,HIGH,11
BRTC (Return),Agargaon,Kazipara,9,HIGH,13
BRTC (Return),Agargaon,Kazipara,10,HIGH,11
BRTC (Return),Agargaon,Kazipara,10,HIGH,8
BRTC (Return),Agargaon,Kazipara,10,HIGH,9
BRTC (Return),Agargaon,Kazipara,10,HIGH,15
BRTC (Return),Agargaon,Kazipara,10,HIGH,12
BRTC (Return),Agargaon,Kazipara,11,MEDIUM,10
BRTC (Return),Agargaon,Kazipara,11,MEDIUM,9
BRTC (Return),Agargaon,Kazipara,11,MEDIUM,10
BRTC (Return),Agargaon,Kazipara,11,MEDIUM,7
BRTC (Return),Agargaon,Kazipara,11,MEDIUM,8
BRTC (Return),Agargaon,Kazipara,12,MEDIUM,8
BRTC (Return),Agargaon,Kazipara,12,MEDIUM,9
BRTC (Return),Agargaon,Kazipara,12,MEDIUM,9
BRTC (Return),Agargaon,Kazipara,12,MEDIUM,8
BRTC (Return),Agargaon,Kazipara,12,MEDIUM,8
BRTC (Return),Agargaon,Kazipara,13,MEDIUM,8
BRTC (Return),Agargaon,Kazipara,13,MEDIUM,9
BRTC (Return),Agargaon,Kazipara,13,MEDIUM,8
BRTC (Return),Agargaon,Kazipara,13,MEDIUM,7
BRTC (Return),Agargaon,Kazipara,13,MEDIUM,10
BRTC (Return),Agargaon,Kazipara,14,MEDIUM,7
BRTC (Return),Agargaon,Kazipara,14,MEDIUM,8
BRTC (Return),Agargaon,Kazipara,14,MEDIUM,6
BRTC (Return),Agargaon,Kazipara,14,MEDIUM,6
BRTC (Return),Agargaon,Kazipara,14,MEDIUM,10
BRTC (Return),Agargaon,Kazipara,15,MEDIUM,6
BRTC (Return),Agargaon,Kazipara,15,MEDIUM,7
BRTC (Return),Agargaon,Kazipara,15,MEDIUM,9
BRTC (Return),Agargaon,Kazipara,15,MEDIUM,6
BRTC (Return),Agargaon,Kazipara,15,MEDIUM,8
BRTC (Return),Agargaon,Kazipara,16,MEDIUM,9
BRTC (Return),Agargaon,Kazipara,16,MEDIUM,10
BRTC (Return),Agargaon,Kazipara,16,MEDIUM,9
BRTC (Return),Agargaon,Kazipara,16,MEDIUM,6
BRTC (Return),Agargaon,Kazipara,16,MEDIUM,9
BRTC (Return),Agargaon,Kazipara,17,HIGH,10
BRTC (Return),Agargaon,Kazipara,17,HIGH,16
BRTC (Return),Agargaon,Kazipara,17,HIGH,9
BRTC (Return),Agargaon,Kazipara,17,HIGH,13
BRTC (Return),Agargaon,Kazipara,17,HIGH,13
BRTC (Return),Agargaon,Kazipara,18,HIGH,13
BRTC (Return),Agargaon,Kazipara,18,HIGH,13
BRTC (Return),Agargaon,Kazipara,18,HIGH,12
BRTC (Return),Agargaon,Kazipara,18,HIGH,12
BRTC (Return),Agargaon,Kazipara,18,HIGH,13
BRTC (Return),Agargaon,Kazipara,19,HIGH,10
BRTC (Return),Agargaon,Kazipara,19,HIGH,9
BRTC (Return),Agargaon,Kazipara,19,HIGH,12
BRTC (Return),Agargaon,Kazipara,19,HIGH,11
BRTC (Return),Agargaon,Kazipara,19,HIGH,13
BRTC (Return),Agargaon,Kazipara,20,HIGH,14
BRTC (Return),Agargaon,Kazipara,20,HIGH,12
BRTC (Return),Agargaon,Kazipara,20,HIGH,11
BRTC (Return),Agargaon,Kazipara,20,HIGH,14
BRTC (Return),Agargaon,Kazipara,20,HIGH,10
BRTC (Return),Agargaon,Kazipara,21,LOW,7
BRTC (Return),Agargaon,Kazipara,21,LOW,9
BRTC (Return),Agargaon,Kazipara,21,LOW,6
BRTC (Return),Agargaon,Kazipara,21,LOW,5
BRTC (Return),Agargaon,Kazipara,21,LOW,5
BRTC (Return),Agargaon,Kazipara,22,LOW,6
BRTC (Return),Agargaon,Kazipara,22,LOW,5
BRTC (Return),Agargaon,Kazipara,22,LOW,5
BRTC (Return),Agargaon,Kazipara,22,LOW,6
BRTC (Return),Agargaon,Kazipara,22,LOW,7
BRTC (Return),Agargaon,Kazipara,23,LOW,8
BRTC (Return),Agargaon,Kazipara,23,LOW,8
BRTC (Return),Agargaon,Kazipara,23,LOW,5
BRTC (Return),Agargaon,Kazipara,23,LOW,6
BRTC (Return),Agargaon,Kazipara,23,LOW,9
BRTC (Return),Farmgate,Agargaon,6,LOW,9
BRTC (Return),Farmgate,Agargaon,6,LOW,9
BRTC (Return),Farmgate,Agargaon,6,LOW,8
BRTC (Return),Farmgate,Agargaon,6,LOW,6
BRTC (Return),Farmgate,Agargaon,6,LOW,5
BRTC (Return),Farmgate,Agargaon,7,HIGH,10
BRTC (Return),Farmgate,Agargaon,7,HIGH,13
BRTC (Return),Farmgate,Agargaon,7,HIGH,13
BRTC (Return),Farmgate,Agargaon,7,HIGH,14
BRTC (Return),Farmgate,Agargaon,7,HIGH,10
BRTC (Return),Farmgate,Agargaon,8,HIGH,12
BRTC (Return),Farmgate,Agargaon,8,HIGH,12
BRTC (Return),Farmgate,Agargaon,8,HIGH,14
BRTC (Return),Farmgate,Agargaon,8,HIGH,14
BRTC (Return),Farmgate,Agargaon,8,HIGH,10
BRTC (Return),Farmgate,Agargaon,9,HIGH,12
BRTC (Return),Farmgate,Agargaon,9,HIGH,12
BRTC (Return),Farmgate,Agargaon,9,HIGH,11
BRTC (Return),Farmgate,Agargaon,9,HIGH,14
BRTC (Return),Farmgate,Agargaon,9,HIGH,14
BRTC (Return),Farmgate,Agargaon,10,HIGH,12
BRTC (Return),Farmgate,Agargaon,10,HIGH,10
BRTC (Return),Farmgate,Agargaon,10,HIGH,10
BRTC (Return),Farmgate,Agargaon,10,HIGH,15
BRTC (Return),Farmgate,Agargaon,10,HIGH,13
BRTC (Return),Farmgate,Agargaon,11,MEDIUM,7
BRTC (Return),Farmgate,Agargaon,11,MEDIUM,6
BRTC (Return),Farmgate,Agargaon,11,MEDIUM,10
BRTC (Return),Farmgate,Agargaon,11,MEDIUM,6
BRTC (Return),Farmgate,Agargaon,11,MEDIUM,7
BRTC (Return),Farmgate,Agargaon,12,MEDIUM,7
BRTC (Return),Farmgate,Agargaon,12,MEDIUM,10
BRTC (Return),Farmgate,Agargaon,12,MEDIUM,8
BRTC (Return),Farmgate,Agargaon,12,MEDIUM,6
BRTC (Return),Farmgate,Agargaon,12,MEDIUM,6
BRTC (Return),Farmgate,Agargaon,13,MEDIUM,7
BRTC (Return),Farmgate,Agargaon,13,MEDIUM,7
BRTC (Return),Farmgate,Agargaon,13,MEDIUM,10
BRTC (Return),Farmgate,Agargaon,13,MEDIUM,8
BRTC (Return),Farmgate,Agargaon,13,MEDIUM,9
BRTC (Return),Farmgate,Agargaon,14,MEDIUM,8
BRTC (Return),Farmgate,Agargaon,14,MEDIUM,10
BRTC (Return),Farmgate,Agargaon,14,MEDIUM,6
BRTC (Return),Farmgate,Agargaon,14,MEDIUM,7
BRTC (Return),Farmgate,Agargaon,14,MEDIUM,10
BRTC (Return),Farmgate,Agargaon,15,MEDIUM,8
BRTC (Return),Farmgate,Agargaon,15,MEDIUM,7
BRTC (Return),Farmgate,Agargaon,15,MEDIUM,7
BRTC (Return),Farmgate,Agargaon,15,MEDIUM,6
BRTC (Return),Farmgate,Agargaon,15,MEDIUM,6
BRTC (Return),Farmgate,Agargaon,16,MEDIUM,6
BRTC (Return),Farmgate,Agargaon,16,MEDIUM,9
BRTC (Return),Farmgate,Agargaon,16,MEDIUM,6
BRTC (Return),Farmgate,Agargaon,16,MEDIUM,10
BRTC (Return),Farmgate,Agargaon,16,MEDIUM,6
